SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
772TS46,Telangana State,SG,100,100,100,7.72,10-MAR-2023,,08-MAR-2046,,,,,IN4520220430
772TS57,Telangana State,SG,100,100,100,7.72,05-SEP-2025,,03-SEP-2057,,,,,IN4520250361
772TS63,Telangana State,SG,100,100,100,7.72,05-SEP-2025,,03-SEP-2063,,,,,IN4520250379
772UP34,Uttar Pradesh State,SG,100,100,100,7.72,10-NOV-2023,,08-NOV-2034,,,,,IN3320230144
772UP36,Uttar Pradesh State,SG,100,100,100,7.72,03-FEB-2023,,01-FEB-2036,,,,,IN3320220087
772WB37,West Bengal State,SG,100,100,100,7.72,08-DEC-2023,,06-DEC-2037,,,,,IN3420230150
772WB38,West Bengal State,SG,100,100,100,7.72,30-SEP-2022,,28-SEP-2038,,,,,IN3420220136
773AIFL26,Aseem Infrastructure Finance Limited,N0,100000,100000,1,7.73,05-AUG-2025,,31-AUG-2026,,,,,INE0AD507150
773AIFL28,Aseem Infrastructure Finance Limited,N0,100000,1000,1,7.73,05-AUG-2025,,28-DEC-2028,,,,,INE0AD507135
773AIFL30,Aseem Infrastructure Finance Limited,N0,100000,100000,1,7.73,20-AUG-2025,,16-AUG-2030,,,,,INE0AD507184
773AP32,Andhra Pradesh State,SG,100,100,100,7.73,27-MAR-2023,,23-MAR-2032,,,,,IN1020220746
773AP32A,Andhra Pradesh State,SG,100,100,100,7.73,08-DEC-2023,,06-DEC-2032,,,,,IN1020230638
773BR32,Bihar State,SG,100,100,100,7.73,21-OCT-2022,,19-OCT-2032,,,,,IN1320220099
773BR33,Bihar State,SG,100,100,100,7.73,17-MAR-2023,,15-MAR-2033,,,,,IN1320220222
773BR38,Bihar State,SG,100,100,100,7.73,10-NOV-2023,,08-NOV-2038,,,,,IN1320230114
773BR39,Bihar State,SG,100,100,100,7.73,05-JAN-2024,,03-JAN-2039,,,,,IN1320230155
773BR39A,Bihar State,SG,100,100,100,7.73,19-JAN-2024,,17-JAN-2039,,,,,IN1320230163
773CG31,Chattisgarh State,SG,100,100,100,7.73,03-NOV-2023,,01-NOV-2031,,,,,IN3520230076
773CIFCL31,Cholamandalam Investment and Finance Company Limited,N0,100000,100000,1,7.73,22-JAN-2026,,20-JAN-2031,,,,,INE121A07SQ1
773GA33,Goa State,SG,100,100,100,7.73,03-NOV-2023,,01-NOV-2033,,,,,IN1420230147
773GJ29,Gujarat State,SG,100,100,100,7.73,27-JUL-2020,,08-APR-2029,,,,,IN1520200016
773GJ32,Gujarat State,SG,100,100,100,7.73,12-AUG-2022,,10-AUG-2032,,,,,IN1520220089
773GJ36,Gujarat State,SG,100,100,100,7.73,27-MAR-2023,,23-MAR-2036,,,,,IN1520220329
773HR32,Haryana State,SG,100,100,100,7.73,03-MAR-2023,,01-MAR-2032,,,,,IN1620220435
773HR33,Haryana State,SG,100,100,100,7.73,13-MAY-2022,,11-MAY-2033,,,,,IN1620220054
773KA34,Karnataka State,SG,100,100,100,7.73,01-DEC-2023,,29-NOV-2034,,,,,IN1920230084
773KA35,Karnataka State,SG,100,100,100,7.73,03-NOV-2023,,01-NOV-2035,,,,,IN1920230043
773KA35A,Karnataka State,SG,100,100,100,7.73,05-JAN-2024,,03-JAN-2035,,,,,IN1920230175
773KA36,Karnataka State,SG,100,100,100,7.73,03-NOV-2023,,01-NOV-2036,,,,,IN1920230050
773KA41,Karnataka State,SG,100,100,100,7.73,29-JAN-2024,,24-JAN-2041,,,,,IN1920230233
773LIC34,LIC Housing Finance Limited,N2,100000,100000,1,7.73,27-MAR-2024,,22-MAR-2034,,,,,INE115A07QP9
773LICH27,LIC Housing Finance Limited,N0,100000,100000,1,7.73,20-MAR-2025,,18-MAR-2027,,,,,INE115A07RE1
773MH32,Maharashtra State,SG,100,100,100,7.73,03-APR-2023,,29-MAR-2032,,,,,IN2220220254
773MH34,Maharashtra State,SG,100,100,100,7.73,27-MAR-2023,,23-MAR-2034,,,,,IN2220220247
773MH36,Maharashtra State,SG,100,100,100,7.73,12-JAN-2024,,10-JAN-2036,,,,,IN2220230188
773MN35,Manipur State,SG,100,100,100,7.73,27-OCT-2023,,25-OCT-2035,,,,,IN2320230070
773MZ39,Mizoram State,SG,100,100,100,7.73,29-JAN-2024,,24-JAN-2039,,,,,IN2520230086
773PN32,Punjab State,SG,100,100,100,7.73,05-SEP-2025,,03-SEP-2032,,,,,IN2820250107
773RJ33,Rajasthan State,SG,100,100,100,7.73,03-NOV-2023,,01-NOV-2033,,,,,IN2920230256
773RJ38,Rajasthan State,SG,100,100,100,7.73,03-FEB-2023,,01-FEB-2038,,,,,IN2920220265
773RJ55,Rajasthan State,SG,100,100,100,7.73,05-SEP-2025,,03-SEP-2055,,,,,IN2920250197
773TCHFL30,Tata Capital Housing Finance Limited,N0,100000,100000,1,7.73,16-JAN-2025,,14-JAN-2030,,,,,INE033L07IM5
773TIL35,THDC INDIA LIMITED,N0,100000,100000,1,7.73,21-FEB-2025,,18-FEB-2035,,,,,INE812V08060
773TS34,Telangana State,SG,100,100,100,7.73,10-MAR-2023,,08-MAR-2034,,,,,IN4520220422
773TS40,Telangana State,SG,100,100,100,7.73,17-NOV-2023,,15-NOV-2040,,,,,IN4520230330
773UP33,Uttar Pradesh State,SG,100,100,100,7.73,17-MAR-2023,,15-MAR-2033,,,,,IN3320220145
773UP33A,Uttar Pradesh State,SG,100,100,100,7.73,10-NOV-2023,,08-NOV-2033,,,,,IN3320230136
773UP34,Uttar Pradesh State,SG,100,100,100,7.73,17-NOV-2023,,15-NOV-2034,,,,,IN3320230151
773UP35,Uttar Pradesh State,SG,100,100,100,7.73,17-NOV-2023,,15-NOV-2035,,,,,IN3320230169
773WB32,West Bengal State,SG,100,100,100,7.73,27-MAY-2022,,25-MAY-2032,,,,,IN3420220011
774AP31,Andhra Pradesh State,SG,100,100,100,7.74,12-AUG-2022,,10-AUG-2031,,,,,IN1020220399
774AP32,Andhra Pradesh State,SG,100,100,100,7.74,03-MAR-2023,,01-MAR-2032,,,,,IN1020220688
774AP32A,Andhra Pradesh State,SG,100,100,100,7.74,05-JAN-2024,,03-JAN-2032,,,,,IN1020230679
774AP36,Andhra Pradesh State,SG,100,100,100,7.74,03-NOV-2023,,01-NOV-2036,,,,,IN1020230554
774AP36A,Andhra Pradesh State,SG,100,100,100,7.74,05-JAN-2024,,03-JAN-2036,,,,,IN1020230687
774AP38,Andhra Pradesh State,SG,100,100,100,7.74,23-AUG-2022,,19-AUG-2038,,,,,IN1020220431
774AP42,Andhra Pradesh State,SG,100,100,100,7.74,07-OCT-2022,,04-OCT-2042,,,,,IN1020220548
774AS33,Assam State,SG,100,100,100,7.74,10-NOV-2023,,08-NOV-2033,,,,,IN1220230131
774AS33A,Assam State,SG,100,100,100,7.74,15-DEC-2023,,13-DEC-2033,,,,,IN1220230149
774BR38,Bihar State,SG,100,100,100,7.74,08-DEC-2023,,06-DEC-2038,,,,,IN1320230130
774BR39,Bihar State,SG,100,100,100,7.74,29-JAN-2024,,24-JAN-2039,,,,,IN1320230171
774CG31,Chattisgarh State,SG,100,100,100,7.74,01-DEC-2023,,29-NOV-2031,,,,,IN3520230084
774GA32,Goa State,SG,100,100,100,7.74,21-OCT-2022,,19-OCT-2032,,,,,IN1420220056
774HP38,Himachal Pradesh State,SG,100,100,100,7.74,17-NOV-2023,,15-NOV-2038,,,,,IN1720230078
774HR29,Haryana State,SG,100,100,100,7.74,31-OCT-2022,,27-OCT-2029,,,,,IN1620220245
774HR31,Haryana State,SG,100,100,100,7.74,03-APR-2023,,29-MAR-2031,,,,,IN1620220476
774HR35,Haryana State,SG,100,100,100,7.74,13-MAY-2022,,11-MAY-2035,,,,,IN1620220062
774IREDA31,Indian Renewable Energy Development Agency Limited,N7,1000,1000,1,7.74,22-MAR-2017,,21-JAN-2031,,,,,INE202E07229
774IREDA35,Indian Renewable Energy Development Agency Limited,N0,100000,100000,1,7.74,01-APR-2025,,27-MAR-2035,,,,,INE202E08292
774JK43,Jammu & Kashmir State,SG,100,100,100,7.74,01-DEC-2023,,29-NOV-2043,,,,,IN4920230161
774KA34,Karnataka State,SG,100,100,100,7.74,05-JAN-2024,,03-JAN-2034,,,,,IN1920230167
774KA36,Karnataka State,SG,100,100,100,7.74,12-JAN-2024,,10-JAN-2036,,,,,IN1920230183
774KA37,Karnataka State,SG,100,100,100,7.74,25-NOV-2022,,23-NOV-2037,,,,,IN1920220036
774KL60,Kerala State,SG,100,100,100,7.74,05-SEP-2025,,03-SEP-2060,,,,,IN2020250162
774LIC28,LIC Housing Finance Limited,N0,100000,100000,1,7.74,03-SEP-2024,,11-FEB-2028,,,,,INE115A07QW5
774LICH27,LIC Housing Finance Limited,N0,100000,100000,1,7.74,03-DEC-2024,,22-OCT-2027,,,,,INE115A07QZ8
774MH33,Maharashtra State,SG,100,100,100,7.74,03-MAR-2023,,01-MAR-2033,,,,,IN2220220189
774MP43,Madhya Pradesh State,SG,100,100,100,7.74,27-MAR-2023,,23-MAR-2043,,,,,IN2120220131
774MZ33,Mizoram State,SG,100,100,100,7.74,05-AUG-2022,,03-AUG-2033,,,,,IN2520220046
774MZ38,Mizoram State,SG,100,100,100,7.74,17-MAR-2023,,15-MAR-2038,,,,,IN2520220111
774PN39,Punjab State,SG,100,100,100,7.74,27-MAR-2023,,23-MAR-2039,,,,,IN2820220225
774PSB34,Punjab & Sind Bank,N0,100000,100000,1,7.74,24-DEC-2024,,20-DEC-2034,,,,,INE608A08058
774RJ33,Rajasthan State,SG,100,100,100,7.74,01-DEC-2023,,29-NOV-2033,,,,,IN2920230322
774RJ33A,Rajasthan State,SG,100,100,100,7.74,08-DEC-2023,,06-DEC-2033,,,,,IN2920230355
774RJ34,Rajasthan State,SG,100,100,100,7.74,05-JAN-2024,,03-JAN-2034,,,,,IN2920230371
774RJ39,Rajasthan State,SG,100,100,100,7.74,03-NOV-2023,,01-NOV-2039,,,,,IN2920230264
774RJ40,Rajasthan State,SG,100,100,100,7.74,27-MAR-2023,,23-MAR-2040,,,,,IN2920220323
774RJ42,Rajasthan State,SG,100,100,100,7.74,07-OCT-2022,,04-OCT-2042,,,,,IN2920220182
774RJ49,Rajasthan State,SG,100,100,100,7.74,27-MAR-2023,,23-MAR-2049,,,,,IN2920220331
774TS35,Telangana State,SG,100,100,100,7.74,01-DEC-2023,,29-NOV-2035,,,,,IN4520230355
774TS45,Telangana State,SG,100,100,100,7.74,26-AUG-2022,,24-AUG-2045,,,,,IN4520220125
774TS46,Telangana State,SG,100,100,100,7.74,26-AUG-2022,,24-AUG-2046,,,,,IN4520220133
774TS48,Telangana State,SG,100,100,100,7.74,27-MAR-2023,,23-MAR-2048,,,,,IN4520220463
774TS51,Telangana State,SG,100,100,100,7.74,05-SEP-2025,,03-SEP-2051,,,,,IN4520250346
774TS55,Telangana State,SG,100,100,100,7.74,05-SEP-2025,,03-SEP-2055,,,,,IN4520250353
774UK33,Uttarakhand State,SG,100,100,100,7.74,03-MAR-2023,,01-MAR-2033,,,,,IN3620220050
774UP37,Uttar Pradesh State,SG,100,100,100,7.74,17-MAR-2023,,15-MAR-2037,,,,,IN3320220152
774WB39,West Bengal State,SG,100,100,100,7.74,21-OCT-2022,,19-OCT-2039,,,,,IN3420220144
774WB41,West Bengal State,SG,100,100,100,7.74,27-MAR-2023,,23-MAR-2041,,,,,IN3420220284
774WB43,West Bengal State,SG,100,100,100,7.74,27-MAR-2023,,23-MAR-2043,,,,,IN3420220292
775AP29,Andhra Pradesh State,SG,100,100,100,7.75,04-NOV-2022,,02-NOV-2029,,,,,IN1020220563
775CG31,Chattisgarh State,SG,100,100,100,7.75,03-APR-2023,,29-MAR-2031,,,,,IN3520220010
775CIT38,Capital Infra Trust,N0,80226,80226,1,7.75,12-FEB-2025,,29-JAN-2038,,,,,INE0Z8Z07016
775GA33,Goa State,SG,100,100,100,7.75,01-DEC-2023,,29-NOV-2033,,,,,IN1420230188
775GJ32,Gujarat State,SG,100,100,100,7.75,07-OCT-2022,,04-OCT-2032,,,,,IN1520220105
775HP32,Himachal Pradesh State,SG,100,100,100,7.75,03-APR-2023,,29-MAR-2032,,,,,IN1720220228
775HR35,Haryana State,SG,100,100,100,7.75,03-NOV-2023,,01-NOV-2035,,,,,IN1620230269
775HR35A,Haryana State,SG,100,100,100,7.75,01-DEC-2023,,29-NOV-2035,,,,,IN1620230301
775LICH29,LIC Housing Finance Limited,N0,100000,100000,1,7.75,27-AUG-2024,,23-AUG-2029,,,,,INE115A07QU9
775LTFL27,L&T Finance Limited,N0,100000,100000,1,7.75,17-DEC-2024,,13-DEC-2027,,,,,INE498L07103
775NL33,Nagaland State,SG,100,100,100,7.75,03-APR-2023,,29-MAR-2033,,,,,IN2620220086
775PFCL26A,Power Finance Corporation Limited,N0,100000,100000,1,7.75,19-MAR-2025,,15-APR-2026,,,,,INE134E08NQ5
775PN36,Punjab State,SG,100,100,100,7.75,13-OCT-2023,,11-OCT-2036,,,,,IN2820230174
775PN42,Punjab State,SG,100,100,100,7.75,26-AUG-2022,,24-AUG-2042,,,,,IN2820220076
775RJ35,Rajasthan State,SG,100,100,100,7.75,01-DEC-2023,,29-NOV-2035,,,,,IN2920230330
775RJ36,Rajasthan State,SG,100,100,100,7.75,10-NOV-2023,,08-NOV-2036,,,,,IN2920230306
775SFL26,Sundaram Finance Limited,N0,100000,100000,1,7.75,18-DEC-2024,,11-DEC-2026,,,,,INE660A07RU2
775SIDBI27,Small Industries Development Bank of India,N1,100000,100000,1,7.75,24-JAN-2024,,10-JUN-2027,,,,,INE556F08KN9
775SK33,Sikkim State,SG,100,100,100,7.75,03-APR-2023,,29-MAR-2033,,,,,IN3020220064
775SK33A,Sikkim State,SG,100,100,100,7.75,13-OCT-2023,,11-OCT-2033,,,,,IN3020230030
775TN30,Tamilnadu State,SG,100,100,100,7.75,27-JUL-2020,,08-APR-2030,,,,,IN3120200016
775TN32,Tamilnadu State,SG,100,100,100,7.75,12-AUG-2022,,10-AUG-2032,,,,,IN3120220113
775TS37,Telangana State,SG,100,100,100,7.75,03-NOV-2023,,01-NOV-2037,,,,,IN4520230306
775UP33,Uttar Pradesh State,SG,100,100,100,7.75,01-DEC-2023,,29-NOV-2033,,,,,IN3320230193
775UP34,Uttar Pradesh State,SG,100,100,100,7.75,01-DEC-2023,,29-NOV-2034,,,,,IN3320230201
775UP35,Uttar Pradesh State,SG,100,100,100,7.75,10-MAR-2023,,08-MAR-2035,,,,,IN3320220129
775UP38,Uttar Pradesh State,SG,100,100,100,7.75,10-MAR-2023,,08-MAR-2038,,,,,IN3320220137
775WB39,West Bengal State,SG,100,100,100,7.75,10-MAR-2023,,08-MAR-2039,,,,,IN3420220268
775WB47,West Bengal State,SG,100,100,100,7.75,01-SEP-2025,,28-AUG-2047,,,,,IN3420250109
776AP32,Andhra Pradesh State,SG,100,100,100,7.76,13-MAY-2022,,11-MAY-2032,,,,,IN1020220076
776AP37,Andhra Pradesh State,SG,100,100,100,7.76,03-NOV-2023,,01-NOV-2037,,,,,IN1020230562
776FEDB34,The Federal Bank Limited,N0,100000,100000,1,7.76,14-NOV-2024,,12-NOV-2034,,,,,INE171A08057
776HP30,Himachal Pradesh State,SG,100,100,100,7.76,08-JUL-2022,,06-JUL-2030,,,,,IN1720220012
776HP33,Himachal Pradesh State,SG,100,100,100,7.76,27-MAR-2023,,23-MAR-2033,,,,,IN1720220210
776HR30,Haryana State,SG,100,100,100,7.76,11-NOV-2022,,09-NOV-2030,,,,,IN1620220260
776KL35,Kerala State,SG,100,100,100,7.76,12-JAN-2024,,10-JAN-2035,,,,,IN2020230206
776KL38,Kerala State,SG,100,100,100,7.76,26-AUG-2022,,24-AUG-2038,,,,,IN2020220033
776KL51,Kerala State,SG,100,100,100,7.76,03-APR-2023,,29-MAR-2051,,,,,IN2020220199
776KL58,Kerala State,SG,100,100,100,7.76,03-APR-2023,,29-MAR-2058,,,,,IN2020220207
776MH30,Maharashtra State,SG,100,100,100,7.76,07-OCT-2022,,04-OCT-2030,,,,,IN2220220122
776MN35,Manipur State,SG,100,100,100,7.76,03-MAR-2023,,01-MAR-2035,,,,,IN2320220089
776MP37,Madhya Pradesh State,SG,100,100,100,7.76,03-NOV-2023,,01-NOV-2037,,,,,IN2120230122
776MP37A,Madhya Pradesh State,SG,100,100,100,7.76,01-DEC-2023,,29-NOV-2037,,,,,IN2120230130
776PN37,Punjab State,SG,100,100,100,7.76,13-MAY-2022,,11-MAY-2037,,,,,IN2820220027
776TIL34,THDC INDIA LIMITED,N1,100000,100000,1,7.76,31-MAY-2024,,29-MAY-2034,,,,,INE812V08045
776TN53,Tamilnadu State,SG,100,100,100,7.76,03-APR-2023,,29-MAR-2053,,,,,IN3120220386
776UK33,Uttarakhand State,SG,100,100,100,7.76,03-APR-2023,,29-MAR-2033,,,,,IN3620220068
777AP35,Andhra Pradesh State,SG,100,100,100,7.77,01-DEC-2023,,29-NOV-2035,,,,,IN1020230612
777AP40,Andhra Pradesh State,SG,100,100,100,7.77,03-MAR-2023,,01-MAR-2040,,,,,IN1020220704
777GJ31,Gujarat State,SG,100,100,100,7.77,03-JUN-2022,,01-JUN-2031,,,,,IN1520220014
777GJ32,Gujarat State,SG,100,100,100,7.77,29-JUL-2022,,27-JUL-2032,,,,,IN1520220063
777HR32,Haryana State,SG,100,100,100,7.77,12-AUG-2022,,10-AUG-2032,,,,,IN1620220179
777HR33,Haryana State,SG,100,100,100,7.77,03-APR-2023,,29-MAR-2033,,,,,IN1620220484
777HR36,Haryana State,SG,100,100,100,7.77,12-JAN-2024,,10-JAN-2036,,,,,IN1620230343
777IREDA27,Indian Renewable Energy Development Agency Limited,N9,100000,100000,1,7.77,12-JAN-2024,,10-MAY-2027,,,,,INE202E08151
777JK35,Jammu & Kashmir State,SG,100,100,100,7.77,10-MAR-2023,,08-MAR-2035,,,,,IN4920220113
777JK37,Jammu & Kashmir State,SG,100,100,100,7.77,21-OCT-2022,,19-OCT-2037,,,,,IN4920220055
777MN38,Manipur State,SG,100,100,100,7.77,01-DEC-2023,,29-NOV-2038,,,,,IN2320230088
777MP43,Madhya Pradesh State,SG,100,100,100,7.77,10-MAR-2023,,08-MAR-2043,,,,,IN2120220107
777MP47,Madhya Pradesh State,SG,100,100,100,7.77,03-APR-2023,,29-MAR-2047,,,,,IN2120220149
777PN33,Punjab State,SG,100,100,100,7.77,03-NOV-2023,,01-NOV-2033,,,,,IN2820230182
777PN36,Punjab State,SG,100,100,100,7.77,08-DEC-2023,,06-DEC-2036,,,,,IN2820230216
777RJ32,Rajasthan State,SG,100,100,100,7.77,12-AUG-2022,,10-AUG-2032,,,,,IN2920220141
777RJ33,Rajasthan State,SG,100,100,100,7.77,27-MAR-2023,,23-MAR-2033,,,,,IN2920220315
777WB46,West Bengal State,SG,100,100,100,7.77,01-SEP-2025,,28-AUG-2046,,,,,IN3420250091
778ABSL35,Aditya Birla Sun Life Insurance Company Limited,N0,100000,100000,1,7.78,13-JUN-2025,,11-JUN-2035,,,,,INE951F08077
778AIFL30,Aseem Infrastructure Finance Limited,N0,100000,100000,1,7.78,06-MAY-2025,,02-MAY-2030,,,,,INE0AD507127
778AP41,Andhra Pradesh State,SG,100,100,100,7.78,13-MAY-2022,,11-MAY-2041,,,,,IN1020220084
778AP42,Andhra Pradesh State,SG,100,100,100,7.78,13-MAY-2022,,11-MAY-2042,,,,,IN1020220092
778AS34,Assam State,SG,100,100,100,7.78,12-JAN-2024,,10-JAN-2034,,,,,IN1220230172
778BR31,Bihar State,SG,100,100,100,7.78,03-NOV-2023,,01-NOV-2031,,,,,IN1320230106
778KL45,Kerala State,SG,100,100,100,7.78,05-SEP-2025,,03-SEP-2045,,,,,IN2020250154
778MH29,Maharashtra State,SG,100,100,100,7.78,27-JUL-2020,,24-MAR-2029,,,,,IN2220190143
778MH30,Maharashtra State,SG,100,100,100,7.78,31-OCT-2022,,27-OCT-2030,,,,,IN2220220148
778ML31,Meghalaya State,SG,100,100,100,7.78,15-JUL-2022,,13-JUL-2031,,,,,IN2420220021
778MZ32,Mizoram State,SG,100,100,100,7.78,07-OCT-2022,,04-OCT-2032,,,,,IN2520220061
778MZ37,Mizoram State,SG,100,100,100,7.78,30-SEP-2022,,28-SEP-2037,,,,,IN2520220053
778NL33,Nagaland State,SG,100,100,100,7.78,08-DEC-2023,,06-DEC-2033,,,,,IN2620230069
778PN37,Punjab State,SG,100,100,100,7.78,05-JAN-2024,,03-JAN-2037,,,,,IN2820230224
778PY36,Puducherry - Union Territory,SG,100,100,100,7.78,12-JAN-2024,,10-JAN-2036,,,,,IN3820230016
778RJ33,Rajasthan State,SG,100,100,100,7.78,03-APR-2023,,29-MAR-2033,,,,,IN2920220349
778SHFL28,SUNDARAM HOME FINANCE LIMITED,N0,100000,100000,1,7.78,04-DEC-2024,,02-FEB-2028,,,,,INE667F07IY7
778TS34,Telangana State,SG,100,100,100,7.78,27-MAR-2023,,23-MAR-2034,,,,,IN4520220455
778UP35,Uttar Pradesh State,SG,100,100,100,7.78,27-MAR-2023,,23-MAR-2035,,,,,IN3320220160
778UP36,Uttar Pradesh State,SG,100,100,100,7.78,27-MAR-2023,,23-MAR-2036,,,,,IN3320220178
7798LTFH29,L&T Finance Limited,N0,100000,100000,1,7.8,30-OCT-2024,,28-DEC-2029,,,,,INE498L07087
779AP31,Andhra Pradesh State,SG,100,100,100,7.79,29-JUL-2022,,27-JUL-2031,,,,,IN1020220357
779HP38,Himachal Pradesh State,SG,100,100,100,7.79,03-APR-2023,,29-MAR-2038,,,,,IN1720220236
779JK35,Jammu & Kashmir State,SG,100,100,100,7.79,27-MAR-2023,,23-MAR-2035,,,,,IN4920220121
779PN36,Punjab State,SG,100,100,100,7.79,01-DEC-2023,,29-NOV-2036,,,,,IN2820230190
779PN37,Punjab State,SG,100,100,100,7.79,01-DEC-2023,,29-NOV-2037,,,,,IN2820230208
779PN38,Punjab State,SG,100,100,100,7.79,05-JAN-2024,,03-JAN-2038,,,,,IN2820230232
779RJ32,Rajasthan State,SG,100,100,100,7.79,07-OCT-2022,,04-OCT-2032,,,,,IN2920220174
779SIDBI27,Small Industries Development Bank of India,N0,100000,100000,1,7.79,27-DEC-2023,,14-MAY-2027,,,,,INE556F08KM1
779TN32,Tamilnadu State,SG,100,100,100,7.79,07-OCT-2022,,04-OCT-2032,,,,,IN3120220170
779UP33,Uttar Pradesh State,SG,100,100,100,7.79,03-APR-2023,,29-MAR-2033,,,,,IN3320220186
779WB40,West Bengal State,SG,100,100,100,7.79,10-NOV-2023,,08-NOV-2040,,,,,IN3420230127
779WB42,West Bengal State,SG,100,100,100,7.79,10-MAR-2023,,08-MAR-2042,,,,,IN3420220276
77AP28,Andhra Pradesh State,SG,100,100,100,7.7,03-MAR-2023,,01-MAR-2028,,,,,IN1020220696
77AP29,Andhra Pradesh State,SG,100,100,100,7.7,10-MAR-2023,,08-MAR-2029,,,,,IN1020220720
77AP29A,Andhra Pradesh State,SG,100,100,100,7.7,08-DEC-2023,,06-DEC-2029,,,,,IN1020230620
77AP30,Andhra Pradesh State,SG,100,100,100,7.7,24-FEB-2023,,22-FEB-2030,,,,,IN1020220662
77AP30A,Andhra Pradesh State,SG,100,100,100,7.7,27-MAR-2023,,23-MAR-2030,,,,,IN1020220738
77AP32,Andhra Pradesh State,SG,100,100,100,7.7,11-APR-2023,,06-APR-2032,,,,,IN1020230026
77AP38,Andhra Pradesh State,SG,100,100,100,7.7,15-DEC-2023,,13-DEC-2038,,,,,IN1020230661
77AP42,Andhra Pradesh State,SG,100,100,100,7.7,29-JAN-2024,,24-JAN-2042,,,,,IN1020230745
77AP43,Andhra Pradesh State,SG,100,100,100,7.7,03-NOV-2023,,01-NOV-2043,,,,,IN1020230588
77AP43A,Andhra Pradesh State,SG,100,100,100,7.7,05-JAN-2024,,03-JAN-2043,,,,,IN1020230695
77BR31,Bihar State,SG,100,100,100,7.7,20-OCT-2023,,18-OCT-2031,,,,,IN1320230098
77BR32,Bihar State,SG,100,100,100,7.7,25-NOV-2022,,23-NOV-2032,,,,,IN1320220131
77BR38,Bihar State,SG,100,100,100,7.7,24-NOV-2023,,22-NOV-2038,,,,,IN1320230122
77GA33,Goa State,SG,100,100,100,7.7,13-OCT-2023,,11-OCT-2033,,,,,IN1420230121
77GA33A,Goa State,SG,100,100,100,7.7,10-NOV-2023,,08-NOV-2033,,,,,IN1420230154
77GA33B,Goa State,SG,100,100,100,7.7,17-NOV-2023,,15-NOV-2033,,,,,IN1420230162
77HP36,Himachal Pradesh State,SG,100,100,100,7.7,30-JAN-2023,,25-JAN-2036,,,,,IN1720220160
77HP38,Himachal Pradesh State,SG,100,100,100,7.7,30-JAN-2023,,25-JAN-2038,,,,,IN1720220178
77HR31,Haryana State,SG,100,100,100,7.7,17-FEB-2023,,15-FEB-2031,,,,,IN1620220419
77HR32,Haryana State,SG,100,100,100,7.7,17-MAR-2023,,15-MAR-2032,,,,,IN1620220443
77HR34,Haryana State,SG,100,100,100,7.7,25-NOV-2022,,23-NOV-2034,,,,,IN1620220286
77IGT28,IndiGrid Infrastructure Trust,NE,1000,1000,1,7.7,10-MAY-2021,,06-MAY-2028,,,,,INE219X07215
77JK37,Jammu & Kashmir State,SG,100,100,100,7.7,30-DEC-2022,,28-DEC-2037,,,,,IN4920220089
77KA33,Karnataka State,SG,100,100,100,7.7,10-NOV-2023,,08-NOV-2033,,,,,IN1920230068
77KA34,Karnataka State,SG,100,100,100,7.7,27-OCT-2023,,25-OCT-2034,,,,,IN1920230035
77KL47,Kerala State,SG,100,100,100,7.7,07-OCT-2022,,04-OCT-2047,,,,,IN2020220074
77MH30,Maharashtra State,SG,100,100,100,7.7,21-OCT-2022,,19-OCT-2030,,,,,IN2220220130
77MH31,Maharashtra State,SG,100,100,100,7.7,10-MAR-2023,,08-MAR-2031,,,,,IN2220220197
77MH33,Maharashtra State,SG,100,100,100,7.7,10-MAR-2023,,08-MAR-2033,,,,,IN2220220205
77MH33A,Maharashtra State,SG,100,100,100,7.7,17-NOV-2023,,15-NOV-2033,,,,,IN2220230154
77MH34,Maharashtra State,SG,100,100,100,7.7,10-NOV-2023,,08-NOV-2034,,,,,IN2220230147
77MH34A,Maharashtra State,SG,100,100,100,7.7,17-NOV-2023,,15-NOV-2034,,,,,IN2220230162
77MN35,Manipur State,SG,100,100,100,7.7,30-JAN-2023,,25-JAN-2035,,,,,IN2320220063
77MZ35,Mizoram State,SG,100,100,100,7.7,23-DEC-2022,,21-DEC-2035,,,,,IN2520220087
77NVCL28,Nuvoco Vistas Corporation Limited,N0,100000,100000,1,7.7,23-SEP-2025,,18-SEP-2028,,,,,INE118D08078
77PN40,Punjab State,SG,100,100,100,7.7,03-FEB-2023,,01-FEB-2040,,,,,IN2820220183
77PN42,Punjab State,SG,100,100,100,7.7,07-OCT-2022,,04-OCT-2042,,,,,IN2820220100
77RJ32,Rajasthan State,SG,100,100,100,7.7,20-MAY-2022,,18-MAY-2032,,,,,IN2920220018
77RJ43,Rajasthan State,SG,100,100,100,7.7,03-NOV-2023,,01-NOV-2043,,,,,IN2920230272
77SK34,Sikkim State,SG,100,100,100,7.7,02-FEB-2024,,31-JAN-2034,,,,,IN3020230048
77TN42,Tamilnadu State,SG,100,100,100,7.7,02-SEP-2022,,30-AUG-2042,,,,,IN3120220154
77TS38,Telangana State,SG,100,100,100,7.7,15-DEC-2023,,13-DEC-2038,,,,,IN4520230363
